index_left,index_middle,index_right,reflectance_surround_left,reflectance_center_left,emission_spot_left,reflectance_surround_middle,reflectance_center_middle,emission_spot_middle,reflectance_surround_right,reflectance_center_right,emission_spot_right,ImageName,ImageExr,ImageNpy,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sound_1.started,BB_Trial.resp,BB_Trial.color,BB_Trial.rt,text.started,text.stopped,sound_1.stopped,block,sound_4.started,participant,session,L/B,scene,condition,nTrialsPerBlock,date,expName,psychopyVersion,frameRate
10,3,13,0,0.694444444444444,1.0,0,0.444444444444444,0.298245614035088,0,0.111111111111111,3.10526315789474,ReadingArea_rsl2-rcl69-esl100-rsm2-rcm44-esm29-rsr2-rcr11-esr310,exr/ReadingArea_rsl2-rcl69-esl100-rsm2-rcm44-esm29-rsr2-rcr11-esr310.exr,ReadingArea_rsl2-rcl69-esl100-rsm2-rcm44-esm29-rsr2-rcr11-esr310.npz,,,,,0,133,133,134,,right,red,1.12,540.206446886063,540.55278801918,,2,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
3,2,0,0,0.444444444444444,0.298245614035088,0,0.25,0.298245614035088,0,0.027777777777778,0.298245614035088,ReadingArea_rsl2-rcl44-esl29-rsm2-rcm25-esm29-rsr2-rcr2-esr29,exr/ReadingArea_rsl2-rcl44-esl29-rsm2-rcm25-esm29-rsr2-rcr2-esr29.exr,ReadingArea_rsl2-rcl44-esl29-rsm2-rcm25-esm29-rsr2-rcr2-esr29.npz,,,,,0,134,134,370,,left,green,1.13,542.271039962769,,,2,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
14,13,1,0,0.25,3.10526315789474,0,0.111111111111111,3.10526315789474,0,0.111111111111111,0.298245614035088,ReadingArea_rsl2-rcl25-esl310-rsm2-rcm11-esm310-rsr2-rcr11-esr29,exr/ReadingArea_rsl2-rcl25-esl310-rsm2-rcm11-esm310-rsr2-rcr11-esr29.exr,ReadingArea_rsl2-rcl25-esl310-rsm2-rcm11-esm310-rsr2-rcr11-esr29.npz,,,,,0,135,135,241,,right,red,3.09,546.154683828354,,,2,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
13,4,3,0,0.111111111111111,3.10526315789474,0,0.694444444444444,0.298245614035088,0,0.444444444444444,0.298245614035088,ReadingArea_rsl2-rcl11-esl310-rsm2-rcm69-esm29-rsr2-rcr44-esr29,exr/ReadingArea_rsl2-rcl11-esl310-rsm2-rcm69-esm29-rsr2-rcr44-esr29.exr,ReadingArea_rsl2-rcl11-esl310-rsm2-rcm69-esm29-rsr2-rcr44-esr29.npz,,,,,0,136,136,143,,right,red,1.61,548.215287923813,548.590996980667,,2,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
11,14,5,0,1.0,1.0,0,0.25,3.10526315789474,0,1.0,0.298245614035088,ReadingArea_rsl2-rcl100-esl100-rsm2-rcm25-esm310-rsr2-rcr100-esr29,exr/ReadingArea_rsl2-rcl100-esl100-rsm2-rcm25-esm310-rsr2-rcr100-esr29.exr,ReadingArea_rsl2-rcl100-esl100-rsm2-rcm25-esm310-rsr2-rcr100-esr29.npz,,,,,0,137,137,274,,left,green,1.21,550.29666185379,550.620627880096,,2,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
7,1,0,0,0.111111111111111,1.0,0,0.111111111111111,0.298245614035088,0,0.027777777777778,0.298245614035088,ReadingArea_rsl2-rcl11-esl100-rsm2-rcm11-esm29-rsr2-rcr2-esr29,exr/ReadingArea_rsl2-rcl11-esl100-rsm2-rcm11-esm29-rsr2-rcr2-esr29.exr,ReadingArea_rsl2-rcl11-esl100-rsm2-rcm11-esm29-rsr2-rcr2-esr29.npz,,,,,0,138,138,46,,left,green,3.21,554.108204841614,554.471109867096,,2,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
12,0,6,0,0.027777777777778,3.10526315789474,0,0.027777777777778,0.298245614035088,0,0.027777777777778,1.0,ReadingArea_rsl2-rcl2-esl310-rsm2-rcm2-esm29-rsr2-rcr2-esr100,exr/ReadingArea_rsl2-rcl2-esl310-rsm2-rcm2-esm29-rsr2-rcr2-esr100.exr,ReadingArea_rsl2-rcl2-esl310-rsm2-rcm2-esm29-rsr2-rcr2-esr100.npz,,,,,0,139,139,53,,right,red,2.12,557.954344034195,558.283829927445,,2,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
13,5,11,0,0.111111111111111,3.10526315789474,0,1.0,0.298245614035088,0,1.0,1.0,ReadingArea_rsl2-rcl11-esl310-rsm2-rcm100-esm29-rsr2-rcr100-esr100,exr/ReadingArea_rsl2-rcl11-esl310-rsm2-rcm100-esm29-rsr2-rcr100-esr100.exr,ReadingArea_rsl2-rcl11-esl310-rsm2-rcm100-esm29-rsr2-rcr100-esr100.npz,,,,,0,140,140,101,,left,green,1.19,559.990546941757,,,2,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
3,11,7,0,0.444444444444444,0.298245614035088,0,1.0,1.0,0,0.111111111111111,1.0,ReadingArea_rsl2-rcl44-esl29-rsm2-rcm100-esm100-rsr2-rcr11-esr100,exr/ReadingArea_rsl2-rcl44-esl29-rsm2-rcm100-esm100-rsr2-rcr11-esr100.exr,ReadingArea_rsl2-rcl44-esl29-rsm2-rcm100-esm100-rsr2-rcr11-esr100.npz,,,,,0,141,141,404,,left,green,1.79,563.796713829041,564.138381958008,,2,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
1,6,5,0,0.111111111111111,0.298245614035088,0,0.027777777777778,1.0,0,1.0,0.298245614035088,ReadingArea_rsl2-rcl11-esl29-rsm2-rcm2-esm100-rsr2-rcr100-esr29,exr/ReadingArea_rsl2-rcl11-esl29-rsm2-rcm2-esm100-rsr2-rcr100-esr29.exr,ReadingArea_rsl2-rcl11-esl29-rsm2-rcm2-esm100-rsr2-rcr100-esr29.npz,,,,,0,142,142,324,,left,green,1.16,565.831634998322,566.188913822174,,2,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
8,12,2,0,0.25,1.0,0,0.027777777777778,3.10526315789474,0,0.25,0.298245614035088,ReadingArea_rsl2-rcl25-esl100-rsm2-rcm2-esm310-rsr2-rcr25-esr29,exr/ReadingArea_rsl2-rcl25-esl100-rsm2-rcm2-esm310-rsr2-rcr25-esr29.exr,ReadingArea_rsl2-rcl25-esl100-rsm2-rcm2-esm310-rsr2-rcr25-esr29.npz,,,,,0,143,143,68,,right,red,0.89,567.908428907394,,,2,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
8,13,2,0,0.25,1.0,0,0.111111111111111,3.10526315789474,0,0.25,0.298245614035088,ReadingArea_rsl2-rcl25-esl100-rsm2-rcm11-esm310-rsr2-rcr25-esr29,exr/ReadingArea_rsl2-rcl25-esl100-rsm2-rcm11-esm310-rsr2-rcr25-esr29.exr,ReadingArea_rsl2-rcl25-esl100-rsm2-rcm11-esm310-rsr2-rcr25-esr29.npz,,,,,0,144,144,259,,left,green,1.28,581.729624986649,582.092346906662,,3,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
2,9,1,0,0.25,0.298245614035088,0,0.444444444444444,1.0,0,0.111111111111111,0.298245614035088,ReadingArea_rsl2-rcl25-esl29-rsm2-rcm44-esm100-rsr2-rcr11-esr29,exr/ReadingArea_rsl2-rcl25-esl29-rsm2-rcm44-esm100-rsr2-rcr11-esr29.exr,ReadingArea_rsl2-rcl25-esl29-rsm2-rcm44-esm100-rsr2-rcr11-esr29.npz,,,,,0,145,145,32,,left,green,2.05,585.562428951263,585.893800973892,,3,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
9,1,12,0,0.444444444444444,1.0,0,0.111111111111111,0.298245614035088,0,0.027777777777778,3.10526315789474,ReadingArea_rsl2-rcl44-esl100-rsm2-rcm11-esm29-rsr2-rcr2-esr310,exr/ReadingArea_rsl2-rcl44-esl100-rsm2-rcm11-esm29-rsr2-rcr2-esr310.exr,ReadingArea_rsl2-rcl44-esl100-rsm2-rcm11-esm29-rsr2-rcr2-esr310.npz,,,,,0,146,146,290,,right,red,1.05,587.591120958328,587.947073936462,,3,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
10,3,11,0,0.694444444444444,1.0,0,0.444444444444444,0.298245614035088,0,1.0,1.0,ReadingArea_rsl2-rcl69-esl100-rsm2-rcm44-esm29-rsr2-rcr100-esr100,exr/ReadingArea_rsl2-rcl69-esl100-rsm2-rcm44-esm29-rsr2-rcr100-esr100.exr,ReadingArea_rsl2-rcl69-esl100-rsm2-rcm44-esm29-rsr2-rcr100-esr100.npz,,,,,0,147,147,168,,left,green,3.01,591.426079034805,591.757256031036,,3,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
6,0,5,0,0.027777777777778,1.0,0,0.027777777777778,0.298245614035088,0,1.0,0.298245614035088,ReadingArea_rsl2-rcl2-esl100-rsm2-rcm2-esm29-rsr2-rcr100-esr29,exr/ReadingArea_rsl2-rcl2-esl100-rsm2-rcm2-esm29-rsr2-rcr100-esr29.exr,ReadingArea_rsl2-rcl2-esl100-rsm2-rcm2-esm29-rsr2-rcr100-esr29.npz,,,,,0,148,148,498,,left,green,1.05,593.469564914703,593.812456846237,,3,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
11,3,13,0,1.0,1.0,0,0.444444444444444,0.298245614035088,0,0.111111111111111,3.10526315789474,ReadingArea_rsl2-rcl100-esl100-rsm2-rcm44-esm29-rsr2-rcr11-esr310,exr/ReadingArea_rsl2-rcl100-esl100-rsm2-rcm44-esm29-rsr2-rcr11-esr310.exr,ReadingArea_rsl2-rcl100-esl100-rsm2-rcm44-esm29-rsr2-rcr11-esr310.npz,,,,,0,149,149,243,,right,red,1.19,595.529901981354,,,3,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
10,8,7,0,0.694444444444444,1.0,0,0.25,1.0,0,0.111111111111111,1.0,ReadingArea_rsl2-rcl69-esl100-rsm2-rcm25-esm100-rsr2-rcr11-esr100,exr/ReadingArea_rsl2-rcl69-esl100-rsm2-rcm25-esm100-rsr2-rcr11-esr100.exr,ReadingArea_rsl2-rcl69-esl100-rsm2-rcm25-esm100-rsr2-rcr11-esr100.npz,,,,,0,150,150,51,,right,red,1.15,597.58108997345,597.939038038254,,3,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
6,9,10,0,0.027777777777778,1.0,0,0.444444444444444,1.0,0,0.694444444444444,1.0,ReadingArea_rsl2-rcl2-esl100-rsm2-rcm44-esm100-rsr2-rcr69-esr100,exr/ReadingArea_rsl2-rcl2-esl100-rsm2-rcm44-esm100-rsr2-rcr69-esr100.exr,ReadingArea_rsl2-rcl2-esl100-rsm2-rcm44-esm100-rsr2-rcr69-esr100.npz,,,,,0,151,151,44,,right,red,2.06,601.395608901978,601.744558811188,,3,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
10,7,11,0,0.694444444444444,1.0,0,0.111111111111111,1.0,0,1.0,1.0,ReadingArea_rsl2-rcl69-esl100-rsm2-rcm11-esm100-rsr2-rcr100-esr100,exr/ReadingArea_rsl2-rcl69-esl100-rsm2-rcm11-esm100-rsr2-rcr100-esr100.exr,ReadingArea_rsl2-rcl69-esl100-rsm2-rcm11-esm100-rsr2-rcr100-esr100.npz,,,,,0,152,152,59,,left,green,1.45,603.458091020584,603.804065942764,,3,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
6,8,5,0,0.027777777777778,1.0,0,0.25,1.0,0,1.0,0.298245614035088,ReadingArea_rsl2-rcl2-esl100-rsm2-rcm25-esm100-rsr2-rcr100-esr29,exr/ReadingArea_rsl2-rcl2-esl100-rsm2-rcm25-esm100-rsr2-rcr100-esr29.exr,ReadingArea_rsl2-rcl2-esl100-rsm2-rcm25-esm100-rsr2-rcr100-esr29.npz,,,,,0,153,153,212,,right,red,2.7,607.302414894104,607.657794952393,,3,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
8,3,10,0,0.25,1.0,0,0.444444444444444,0.298245614035088,0,0.694444444444444,1.0,ReadingArea_rsl2-rcl25-esl100-rsm2-rcm44-esm29-rsr2-rcr69-esr100,exr/ReadingArea_rsl2-rcl25-esl100-rsm2-rcm44-esm29-rsr2-rcr69-esr100.exr,ReadingArea_rsl2-rcl25-esl100-rsm2-rcm44-esm29-rsr2-rcr69-esr100.npz,,,,,0,154,154,361,,left,green,1.19,609.351487874985,609.695591926575,,3,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
5,12,10,0,1.0,0.298245614035088,0,0.027777777777778,3.10526315789474,0,0.694444444444444,1.0,ReadingArea_rsl2-rcl100-esl29-rsm2-rcm2-esm310-rsr2-rcr69-esr100,exr/ReadingArea_rsl2-rcl100-esl29-rsm2-rcm2-esm310-rsr2-rcr69-esr100.exr,ReadingArea_rsl2-rcl100-esl29-rsm2-rcm2-esm310-rsr2-rcr69-esr100.npz,,,,,0,155,155,232,,left,green,1.13,611.401862859726,611.798682928085,,3,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
7,4,1,0,0.111111111111111,1.0,0,0.694444444444444,0.298245614035088,0,0.111111111111111,0.298245614035088,ReadingArea_rsl2-rcl11-esl100-rsm2-rcm69-esm29-rsr2-rcr11-esr29,exr/ReadingArea_rsl2-rcl11-esl100-rsm2-rcm69-esm29-rsr2-rcr11-esr29.exr,ReadingArea_rsl2-rcl11-esl100-rsm2-rcm69-esm29-rsr2-rcr11-esr29.npz,,,,,0,156,156,429,,left,green,1.32,613.500440835953,613.848733901978,,3,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
5,14,8,0,1.0,0.298245614035088,0,0.25,3.10526315789474,0,0.25,1.0,ReadingArea_rsl2-rcl100-esl29-rsm2-rcm25-esm310-rsr2-rcr25-esr100,exr/ReadingArea_rsl2-rcl100-esl29-rsm2-rcm25-esm310-rsr2-rcr25-esr100.exr,ReadingArea_rsl2-rcl100-esl29-rsm2-rcm25-esm310-rsr2-rcr25-esr100.npz,,,,,0,157,157,130,,left,green,2.92,617.337493896484,617.669195890427,,3,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
0,3,8,0,0.027777777777778,0.298245614035088,0,0.444444444444444,0.298245614035088,0,0.25,1.0,ReadingArea_rsl2-rcl2-esl29-rsm2-rcm44-esm29-rsr2-rcr25-esr100,exr/ReadingArea_rsl2-rcl2-esl29-rsm2-rcm44-esm29-rsr2-rcr25-esr100.exr,ReadingArea_rsl2-rcl2-esl29-rsm2-rcm44-esm29-rsr2-rcr25-esr100.npz,,,,,0,158,158,439,,right,red,0.99,619.366343975067,,,3,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
11,6,10,0,1.0,1.0,0,0.027777777777778,1.0,0,0.694444444444444,1.0,ReadingArea_rsl2-rcl100-esl100-rsm2-rcm2-esm100-rsr2-rcr69-esr100,exr/ReadingArea_rsl2-rcl100-esl100-rsm2-rcm2-esm100-rsr2-rcr69-esr100.exr,ReadingArea_rsl2-rcl100-esl100-rsm2-rcm2-esm100-rsr2-rcr69-esr100.npz,,,,,0,159,159,403,,right,red,1.31,621.415436983109,621.760074853897,,3,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
2,8,10,0,0.25,0.298245614035088,0,0.25,1.0,0,0.694444444444444,1.0,ReadingArea_rsl2-rcl25-esl29-rsm2-rcm25-esm100-rsr2-rcr69-esr100,exr/ReadingArea_rsl2-rcl25-esl29-rsm2-rcm25-esm100-rsr2-rcr69-esr100.exr,ReadingArea_rsl2-rcl25-esl29-rsm2-rcm25-esm100-rsr2-rcr69-esr100.npz,,,,,0,160,160,411,,left,green,1.33,623.460850000382,623.815603971481,,3,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
10,8,3,0,0.694444444444444,1.0,0,0.25,1.0,0,0.444444444444444,0.298245614035088,ReadingArea_rsl2-rcl69-esl100-rsm2-rcm25-esm100-rsr2-rcr44-esr29,exr/ReadingArea_rsl2-rcl69-esl100-rsm2-rcm25-esm100-rsr2-rcr44-esr29.exr,ReadingArea_rsl2-rcl69-esl100-rsm2-rcm25-esm100-rsr2-rcr44-esr29.npz,,,,,0,161,161,381,,right,red,1.07,625.534066915512,,,3,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
2,1,3,0,0.25,0.298245614035088,0,0.111111111111111,0.298245614035088,0,0.444444444444444,0.298245614035088,ReadingArea_rsl2-rcl25-esl29-rsm2-rcm11-esm29-rsr2-rcr44-esr29,exr/ReadingArea_rsl2-rcl25-esl29-rsm2-rcm11-esm29-rsr2-rcr44-esr29.exr,ReadingArea_rsl2-rcl25-esl29-rsm2-rcm11-esm29-rsr2-rcr44-esr29.npz,,,,,0,162,162,294,,left,green,2.94,629.369894981384,629.707043886185,,3,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
7,11,6,0,0.111111111111111,1.0,0,1.0,1.0,0,0.027777777777778,1.0,ReadingArea_rsl2-rcl11-esl100-rsm2-rcm100-esm100-rsr2-rcr2-esr100,exr/ReadingArea_rsl2-rcl11-esl100-rsm2-rcm100-esm100-rsr2-rcr2-esr100.exr,ReadingArea_rsl2-rcl11-esl100-rsm2-rcm100-esm100-rsr2-rcr2-esr100.npz,,,,,0,163,163,189,,left,green,1.22,631.408473968506,631.817816019058,,3,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
9,7,11,0,0.444444444444444,1.0,0,0.111111111111111,1.0,0,1.0,1.0,ReadingArea_rsl2-rcl44-esl100-rsm2-rcm11-esm100-rsr2-rcr100-esr100,exr/ReadingArea_rsl2-rcl44-esl100-rsm2-rcm11-esm100-rsr2-rcr100-esr100.exr,ReadingArea_rsl2-rcl44-esl100-rsm2-rcm11-esm100-rsr2-rcr100-esr100.npz,,,,,0,164,164,2,,left,green,1.22,633.515319824219,633.859483003616,,3,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
7,4,5,0,0.111111111111111,1.0,0,0.694444444444444,0.298245614035088,0,1.0,0.298245614035088,ReadingArea_rsl2-rcl11-esl100-rsm2-rcm69-esm29-rsr2-rcr100-esr29,exr/ReadingArea_rsl2-rcl11-esl100-rsm2-rcm69-esm29-rsr2-rcr100-esr29.exr,ReadingArea_rsl2-rcl11-esl100-rsm2-rcm69-esm29-rsr2-rcr100-esr29.npz,,,,,0,165,165,4,,right,red,3.06,637.338258981705,637.737608909607,,3,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
0,9,7,0,0.027777777777778,0.298245614035088,0,0.444444444444444,1.0,0,0.111111111111111,1.0,ReadingArea_rsl2-rcl2-esl29-rsm2-rcm44-esm100-rsr2-rcr11-esr100,exr/ReadingArea_rsl2-rcl2-esl29-rsm2-rcm44-esm100-rsr2-rcr11-esr100.exr,ReadingArea_rsl2-rcl2-esl29-rsm2-rcm44-esm100-rsr2-rcr11-esr100.npz,,,,,0,166,166,329,,right,red,1.24,639.44345998764,639.772971868515,,3,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
13,7,1,0,0.111111111111111,3.10526315789474,0,0.111111111111111,1.0,0,0.111111111111111,0.298245614035088,ReadingArea_rsl2-rcl11-esl310-rsm2-rcm11-esm100-rsr2-rcr11-esr29,exr/ReadingArea_rsl2-rcl11-esl310-rsm2-rcm11-esm100-rsr2-rcr11-esr29.exr,ReadingArea_rsl2-rcl11-esl310-rsm2-rcm11-esm100-rsr2-rcr11-esr29.npz,,,,,0,167,167,181,,right,red,1.93,643.260175943375,643.600961923599,,3,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
3,1,11,0,0.444444444444444,0.298245614035088,0,0.111111111111111,0.298245614035088,0,1.0,1.0,ReadingArea_rsl2-rcl44-esl29-rsm2-rcm11-esm29-rsr2-rcr100-esr100,exr/ReadingArea_rsl2-rcl44-esl29-rsm2-rcm11-esm29-rsr2-rcr100-esr100.exr,ReadingArea_rsl2-rcl44-esl29-rsm2-rcm11-esm29-rsr2-rcr100-esr100.npz,,,,,0,168,168,359,,left,green,1.18,645.314554929733,645.670475006104,,3,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
10,11,8,0,0.694444444444444,1.0,0,1.0,1.0,0,0.25,1.0,ReadingArea_rsl2-rcl69-esl100-rsm2-rcm100-esm100-rsr2-rcr25-esr100,exr/ReadingArea_rsl2-rcl69-esl100-rsm2-rcm100-esm100-rsr2-rcr25-esr100.exr,ReadingArea_rsl2-rcl69-esl100-rsm2-rcm100-esm100-rsr2-rcr25-esr100.npz,,,,,0,169,169,313,,left,green,1.12,647.394814014435,647.740039825439,,3,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
2,8,13,0,0.25,0.298245614035088,0,0.25,1.0,0,0.111111111111111,3.10526315789474,ReadingArea_rsl2-rcl25-esl29-rsm2-rcm25-esm100-rsr2-rcr11-esr310,exr/ReadingArea_rsl2-rcl25-esl29-rsm2-rcm25-esm100-rsr2-rcr11-esr310.exr,ReadingArea_rsl2-rcl25-esl29-rsm2-rcm25-esm100-rsr2-rcr11-esr310.npz,,,,,0,170,170,240,,right,red,1.55,649.433017969132,649.777896881104,,3,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
11,1,3,0,1.0,1.0,0,0.111111111111111,0.298245614035088,0,0.444444444444444,0.298245614035088,ReadingArea_rsl2-rcl100-esl100-rsm2-rcm11-esm29-rsr2-rcr44-esr29,exr/ReadingArea_rsl2-rcl100-esl100-rsm2-rcm11-esm29-rsr2-rcr44-esr29.exr,ReadingArea_rsl2-rcl100-esl100-rsm2-rcm11-esm29-rsr2-rcr44-esr29.npz,,,,,0,171,171,398,,right,red,1.01,651.496114969254,651.838073015213,,3,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
3,5,2,0,0.444444444444444,0.298245614035088,0,1.0,0.298245614035088,0,0.25,0.298245614035088,ReadingArea_rsl2-rcl44-esl29-rsm2-rcm100-esm29-rsr2-rcr25-esr29,exr/ReadingArea_rsl2-rcl44-esl29-rsm2-rcm100-esm29-rsr2-rcr25-esr29.exr,ReadingArea_rsl2-rcl44-esl29-rsm2-rcm100-esm29-rsr2-rcr25-esr29.npz,,,,,0,172,172,415,,left,green,1.1,653.534225940704,653.97481584549,,3,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
10,13,11,0,0.694444444444444,1.0,0,0.111111111111111,3.10526315789474,0,1.0,1.0,ReadingArea_rsl2-rcl69-esl100-rsm2-rcm11-esm310-rsr2-rcr100-esr100,exr/ReadingArea_rsl2-rcl69-esl100-rsm2-rcm11-esm310-rsr2-rcr100-esr100.exr,ReadingArea_rsl2-rcl69-esl100-rsm2-rcm11-esm310-rsr2-rcr100-esr100.npz,,,,,0,173,173,235,,left,green,1.41,655.685015916824,656.040288925171,,3,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
7,1,14,0,0.111111111111111,1.0,0,0.111111111111111,0.298245614035088,0,0.25,3.10526315789474,ReadingArea_rsl2-rcl11-esl100-rsm2-rcm11-esm29-rsr2-rcr25-esr310,exr/ReadingArea_rsl2-rcl11-esl100-rsm2-rcm11-esm29-rsr2-rcr25-esr310.exr,ReadingArea_rsl2-rcl11-esl100-rsm2-rcm11-esm29-rsr2-rcr25-esr310.npz,,,,,0,174,174,145,,left,green,0.99,657.750486850739,658.09850692749,,3,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
14,2,0,0,0.25,3.10526315789474,0,0.25,0.298245614035088,0,0.027777777777778,0.298245614035088,ReadingArea_rsl2-rcl25-esl310-rsm2-rcm25-esm29-rsr2-rcr2-esr29,exr/ReadingArea_rsl2-rcl25-esl310-rsm2-rcm25-esm29-rsr2-rcr2-esr29.exr,ReadingArea_rsl2-rcl25-esl310-rsm2-rcm25-esm29-rsr2-rcr2-esr29.npz,,,,,0,175,175,218,,left,green,2.03,661.560763835907,661.904762983322,,3,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
3,13,9,0,0.444444444444444,0.298245614035088,0,0.111111111111111,3.10526315789474,0,0.444444444444444,1.0,ReadingArea_rsl2-rcl44-esl29-rsm2-rcm11-esm310-rsr2-rcr44-esr100,exr/ReadingArea_rsl2-rcl44-esl29-rsm2-rcm11-esm310-rsr2-rcr44-esr100.exr,ReadingArea_rsl2-rcl44-esl29-rsm2-rcm11-esm310-rsr2-rcr44-esr100.npz,,,,,0,176,176,295,,left,green,2.75,665.365200996399,,,3,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
