index_left,index_middle,index_right,reflectance_surround_left,reflectance_center_left,emission_spot_left,reflectance_surround_middle,reflectance_center_middle,emission_spot_middle,reflectance_surround_right,reflectance_center_right,emission_spot_right,ImageName,ImageExr,ImageNpy,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,sound_1.started,BB_Trial.resp,BB_Trial.color,BB_Trial.rt,text.stopped,block,sound_4.started,participant,session,L/B,scene,condition,nTrialsPerBlock,date,expName,psychopyVersion,frameRate,Unnamed: 41
2,11,7,0,0.25,0.298245614035088,0,1.0,1.0,0,0.111111111111111,1.0,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm100-esm100-rsr0-rcr11-esr100,exr/ReadingArea_rsl0-rcl25-esl29-rsm0-rcm100-esm100-rsr0-rcr11-esr100.exr,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm100-esm100-rsr0-rcr11-esr100.npz,,,,,0,121,121,121,426.77894711494446,,right,red,2.5,427.0567021369934,2,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
2,0,5,0,0.25,0.298245614035088,0,0.027777777777778,0.298245614035088,0,1.0,0.298245614035088,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm2-esm29-rsr0-rcr100-esr29,exr/ReadingArea_rsl0-rcl25-esl29-rsm0-rcm2-esm29-rsr0-rcr100-esr29.exr,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm2-esm29-rsr0-rcr100-esr29.npz,,,,,0,122,122,122,430.5542571544647,,left,green,0.9,,2,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
5,9,12,0,1.0,0.298245614035088,0,0.444444444444444,1.0,0,0.027777777777778,3.10526315789474,ReadingArea_rsl0-rcl100-esl29-rsm0-rcm44-esm100-rsr0-rcr2-esr310,exr/ReadingArea_rsl0-rcl100-esl29-rsm0-rcm44-esm100-rsr0-rcr2-esr310.exr,ReadingArea_rsl0-rcl100-esl29-rsm0-rcm44-esm100-rsr0-rcr2-esr310.npz,,,,,0,123,123,123,432.6199941635132,,left,green,0.91,,2,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
14,5,6,0,0.25,3.10526315789474,0,1.0,0.298245614035088,0,0.027777777777778,1.0,ReadingArea_rsl0-rcl25-esl310-rsm0-rcm100-esm29-rsr0-rcr2-esr100,exr/ReadingArea_rsl0-rcl25-esl310-rsm0-rcm100-esm29-rsr0-rcr2-esr100.exr,ReadingArea_rsl0-rcl25-esl310-rsm0-rcm100-esm29-rsr0-rcr2-esr100.npz,,,,,0,124,124,124,434.772625207901,,left,green,0.79,435.0616490840912,2,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
6,0,8,0,0.027777777777778,1.0,0,0.027777777777778,0.298245614035088,0,0.25,1.0,ReadingArea_rsl0-rcl2-esl100-rsm0-rcm2-esm29-rsr0-rcr25-esr100,exr/ReadingArea_rsl0-rcl2-esl100-rsm0-rcm2-esm29-rsr0-rcr25-esr100.exr,ReadingArea_rsl0-rcl2-esl100-rsm0-rcm2-esm29-rsr0-rcr25-esr100.npz,,,,,0,125,125,125,436.82381319999695,,left,green,0.65,437.1136510372162,2,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
13,9,0,0,0.111111111111111,3.10526315789474,0,0.444444444444444,1.0,0,0.027777777777778,0.298245614035088,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm44-esm100-rsr0-rcr2-esr29,exr/ReadingArea_rsl0-rcl11-esl310-rsm0-rcm44-esm100-rsr0-rcr2-esr29.exr,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm44-esm100-rsr0-rcr2-esr29.npz,,,,,0,126,126,126,438.8728070259094,,left,green,0.78,439.1620512008667,2,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
2,7,3,0,0.25,0.298245614035088,0,0.111111111111111,1.0,0,0.444444444444444,0.298245614035088,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm11-esm100-rsr0-rcr44-esr29,exr/ReadingArea_rsl0-rcl25-esl29-rsm0-rcm11-esm100-rsr0-rcr44-esr29.exr,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm11-esm100-rsr0-rcr44-esr29.npz,,,,,0,127,127,127,440.91246008872986,,right,red,1.04,441.194155216217,2,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
2,1,9,0,0.25,0.298245614035088,0,0.111111111111111,0.298245614035088,0,0.444444444444444,1.0,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm11-esm29-rsr0-rcr44-esr100,exr/ReadingArea_rsl0-rcl25-esl29-rsm0-rcm11-esm29-rsr0-rcr44-esr100.exr,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm11-esm29-rsr0-rcr44-esr100.npz,,,,,0,128,128,128,442.9702382087708,,left,green,0.82,443.2897260189056,2,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
3,10,6,0,0.444444444444444,0.298245614035088,0,0.694444444444444,1.0,0,0.027777777777778,1.0,ReadingArea_rsl0-rcl44-esl29-rsm0-rcm69-esm100-rsr0-rcr2-esr100,exr/ReadingArea_rsl0-rcl44-esl29-rsm0-rcm69-esm100-rsr0-rcr2-esr100.exr,ReadingArea_rsl0-rcl44-esl29-rsm0-rcm69-esm100-rsr0-rcr2-esr100.npz,,,,,0,129,129,129,445.0533330440521,,left,green,0.98,445.3426830768585,2,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
5,14,8,0,1.0,0.298245614035088,0,0.25,3.10526315789474,0,0.25,1.0,ReadingArea_rsl0-rcl100-esl29-rsm0-rcm25-esm310-rsr0-rcr25-esr100,exr/ReadingArea_rsl0-rcl100-esl29-rsm0-rcm25-esm310-rsr0-rcr25-esr100.exr,ReadingArea_rsl0-rcl100-esl29-rsm0-rcm25-esm310-rsr0-rcr25-esr100.npz,,,,,0,130,130,130,447.10324716567993,,left,green,2.52,447.3754940032959,2,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
7,1,10,0,0.111111111111111,1.0,0,0.111111111111111,0.298245614035088,0,0.694444444444444,1.0,ReadingArea_rsl0-rcl11-esl100-rsm0-rcm11-esm29-rsr0-rcr69-esr100,exr/ReadingArea_rsl0-rcl11-esl100-rsm0-rcm11-esm29-rsr0-rcr69-esr100.exr,ReadingArea_rsl0-rcl11-esl100-rsm0-rcm11-esm29-rsr0-rcr69-esr100.npz,,,,,0,131,131,131,450.8697521686554,,left,green,0.75,451.1513411998749,2,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
13,11,9,0,0.111111111111111,3.10526315789474,0,1.0,1.0,0,0.444444444444444,1.0,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm100-esm100-rsr0-rcr44-esr100,exr/ReadingArea_rsl0-rcl11-esl310-rsm0-rcm100-esm100-rsr0-rcr44-esr100.exr,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm100-esm100-rsr0-rcr44-esr100.npz,,,,,0,132,132,132,452.9177970886231,,right,red,1.04,453.1970920562744,2,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
13,3,6,0,0.111111111111111,3.10526315789474,0,0.444444444444444,0.298245614035088,0,0.027777777777778,1.0,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm44-esm29-rsr0-rcr2-esr100,exr/ReadingArea_rsl0-rcl11-esl310-rsm0-rcm44-esm29-rsr0-rcr2-esr100.exr,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm44-esm29-rsr0-rcr2-esr100.npz,,,,,0,133,133,133,454.9621171951294,,left,green,2.25,455.2546410560608,2,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
10,3,13,0,0.694444444444444,1.0,0,0.444444444444444,0.298245614035088,0,0.111111111111111,3.10526315789474,ReadingArea_rsl0-rcl69-esl100-rsm0-rcm44-esm29-rsr0-rcr11-esr310,exr/ReadingArea_rsl0-rcl69-esl100-rsm0-rcm44-esm29-rsr0-rcr11-esr310.exr,ReadingArea_rsl0-rcl69-esl100-rsm0-rcm44-esm29-rsr0-rcr11-esr310.npz,,,,,0,134,134,134,458.7841520309448,,right,red,1.0,,2,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
0,8,7,0,0.027777777777778,0.298245614035088,0,0.25,1.0,0,0.111111111111111,1.0,ReadingArea_rsl0-rcl2-esl29-rsm0-rcm25-esm100-rsr0-rcr11-esr100,exr/ReadingArea_rsl0-rcl2-esl29-rsm0-rcm25-esm100-rsr0-rcr11-esr100.exr,ReadingArea_rsl0-rcl2-esl29-rsm0-rcm25-esm100-rsr0-rcr11-esr100.npz,,,,,0,135,135,135,460.8503851890564,,right,red,0.93,,2,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
6,5,2,0,0.027777777777778,1.0,0,1.0,0.298245614035088,0,0.25,0.298245614035088,ReadingArea_rsl0-rcl2-esl100-rsm0-rcm100-esm29-rsr0-rcr25-esr29,exr/ReadingArea_rsl0-rcl2-esl100-rsm0-rcm100-esm29-rsr0-rcr25-esr29.exr,ReadingArea_rsl0-rcl2-esl100-rsm0-rcm100-esm29-rsr0-rcr25-esr29.npz,,,,,0,136,136,136,462.8980422019959,,right,red,0.82,463.18006706237793,2,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
12,1,3,0,0.027777777777778,3.10526315789474,0,0.111111111111111,0.298245614035088,0,0.444444444444444,0.298245614035088,ReadingArea_rsl0-rcl2-esl310-rsm0-rcm11-esm29-rsr0-rcr44-esr29,exr/ReadingArea_rsl0-rcl2-esl310-rsm0-rcm11-esm29-rsr0-rcr44-esr29.exr,ReadingArea_rsl0-rcl2-esl310-rsm0-rcm11-esm29-rsr0-rcr44-esr29.npz,,,,,0,137,137,137,464.9521930217743,,left,green,0.67,465.2333571910858,2,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
7,6,0,0,0.111111111111111,1.0,0,0.027777777777778,1.0,0,0.027777777777778,0.298245614035088,ReadingArea_rsl0-rcl11-esl100-rsm0-rcm2-esm100-rsr0-rcr2-esr29,exr/ReadingArea_rsl0-rcl11-esl100-rsm0-rcm2-esm100-rsr0-rcr2-esr29.exr,ReadingArea_rsl0-rcl11-esl100-rsm0-rcm2-esm100-rsr0-rcr2-esr29.npz,,,,,0,138,138,138,467.002482175827,,right,red,2.2,467.27986001968384,2,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
9,14,5,0,0.444444444444444,1.0,0,0.25,3.10526315789474,0,1.0,0.298245614035088,ReadingArea_rsl0-rcl44-esl100-rsm0-rcm25-esm310-rsr0-rcr100-esr29,exr/ReadingArea_rsl0-rcl44-esl100-rsm0-rcm25-esm310-rsr0-rcr100-esr29.exr,ReadingArea_rsl0-rcl44-esl100-rsm0-rcm25-esm310-rsr0-rcr100-esr29.npz,,,,,0,139,139,139,470.8112540245056,,left,green,2.06,471.1101441383362,2,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
1,13,5,0,0.111111111111111,0.298245614035088,0,0.111111111111111,3.10526315789474,0,1.0,0.298245614035088,ReadingArea_rsl0-rcl11-esl29-rsm0-rcm11-esm310-rsr0-rcr100-esr29,exr/ReadingArea_rsl0-rcl11-esl29-rsm0-rcm11-esm310-rsr0-rcr100-esr29.exr,ReadingArea_rsl0-rcl11-esl29-rsm0-rcm11-esm310-rsr0-rcr100-esr29.npz,,,,,0,140,140,140,474.6308271884918,,right,red,0.76,474.92472410202026,2,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
0,12,4,0,0.027777777777778,0.298245614035088,0,0.027777777777778,3.10526315789474,0,0.694444444444444,0.298245614035088,ReadingArea_rsl0-rcl2-esl29-rsm0-rcm2-esm310-rsr0-rcr69-esr29,exr/ReadingArea_rsl0-rcl2-esl29-rsm0-rcm2-esm310-rsr0-rcr69-esr29.exr,ReadingArea_rsl0-rcl2-esl29-rsm0-rcm2-esm310-rsr0-rcr69-esr29.npz,,,,,0,141,141,141,476.7867500782013,,right,red,1.19,,2,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
2,8,5,0,0.25,0.298245614035088,0,0.25,1.0,0,1.0,0.298245614035088,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm25-esm100-rsr0-rcr100-esr29,exr/ReadingArea_rsl0-rcl25-esl29-rsm0-rcm25-esm100-rsr0-rcr100-esr29.exr,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm25-esm100-rsr0-rcr100-esr29.npz,,,,,0,142,142,142,478.8606290817261,,right,red,0.87,,2,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
13,4,3,0,0.111111111111111,3.10526315789474,0,0.694444444444444,0.298245614035088,0,0.444444444444444,0.298245614035088,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm69-esm29-rsr0-rcr44-esr29,exr/ReadingArea_rsl0-rcl11-esl310-rsm0-rcm69-esm29-rsr0-rcr44-esr29.exr,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm69-esm29-rsr0-rcr44-esr29.npz,,,,,0,143,143,143,480.8916292190552,,left,green,0.96,481.1794500350952,2,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
6,11,3,0,0.027777777777778,1.0,0,1.0,1.0,0,0.444444444444444,0.298245614035088,ReadingArea_rsl0-rcl2-esl100-rsm0-rcm100-esm100-rsr0-rcr44-esr29,exr/ReadingArea_rsl0-rcl2-esl100-rsm0-rcm100-esm100-rsr0-rcr44-esr29.exr,ReadingArea_rsl0-rcl2-esl100-rsm0-rcm100-esm100-rsr0-rcr44-esr29.npz,,,,,0,144,144,144,545.301470041275,,right,red,0.79,545.6470341682434,3,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
7,1,14,0,0.111111111111111,1.0,0,0.111111111111111,0.298245614035088,0,0.25,3.10526315789474,ReadingArea_rsl0-rcl11-esl100-rsm0-rcm11-esm29-rsr0-rcr25-esr310,exr/ReadingArea_rsl0-rcl11-esl100-rsm0-rcm11-esm29-rsr0-rcr25-esr310.exr,ReadingArea_rsl0-rcl11-esl100-rsm0-rcm11-esm29-rsr0-rcr25-esr310.npz,,,,,0,145,145,145,547.3769130706787,,left,green,0.58,547.6509170532227,3,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
7,14,10,0,0.111111111111111,1.0,0,0.25,3.10526315789474,0,0.694444444444444,1.0,ReadingArea_rsl0-rcl11-esl100-rsm0-rcm25-esm310-rsr0-rcr69-esr100,exr/ReadingArea_rsl0-rcl11-esl100-rsm0-rcm25-esm310-rsr0-rcr69-esr100.exr,ReadingArea_rsl0-rcl11-esl100-rsm0-rcm25-esm310-rsr0-rcr69-esr100.npz,,,,,0,146,146,146,549.3916440010071,,right,red,0.6,549.6665060520172,3,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
10,3,0,0,0.694444444444444,1.0,0,0.444444444444444,0.298245614035088,0,0.027777777777778,0.298245614035088,ReadingArea_rsl0-rcl69-esl100-rsm0-rcm44-esm29-rsr0-rcr2-esr29,exr/ReadingArea_rsl0-rcl69-esl100-rsm0-rcm44-esm29-rsr0-rcr2-esr29.exr,ReadingArea_rsl0-rcl69-esl100-rsm0-rcm44-esm29-rsr0-rcr2-esr29.npz,,,,,0,147,147,147,551.4311451911926,,left,green,0.7,,3,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
9,0,3,0,0.444444444444444,1.0,0,0.027777777777778,0.298245614035088,0,0.444444444444444,0.298245614035088,ReadingArea_rsl0-rcl44-esl100-rsm0-rcm2-esm29-rsr0-rcr44-esr29,exr/ReadingArea_rsl0-rcl44-esl100-rsm0-rcm2-esm29-rsr0-rcr44-esr29.exr,ReadingArea_rsl0-rcl44-esl100-rsm0-rcm2-esm29-rsr0-rcr44-esr29.npz,,,,,0,148,148,148,553.4691061973572,,right,red,0.97,553.7578701972961,3,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
6,10,3,0,0.027777777777778,1.0,0,0.694444444444444,1.0,0,0.444444444444444,0.298245614035088,ReadingArea_rsl0-rcl2-esl100-rsm0-rcm69-esm100-rsr0-rcr44-esr29,exr/ReadingArea_rsl0-rcl2-esl100-rsm0-rcm69-esm100-rsr0-rcr44-esr29.exr,ReadingArea_rsl0-rcl2-esl100-rsm0-rcm69-esm100-rsr0-rcr44-esr29.npz,,,,,0,149,149,149,555.5156490802765,,right,red,0.86,,3,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
1,8,6,0,0.111111111111111,0.298245614035088,0,0.25,1.0,0,0.027777777777778,1.0,ReadingArea_rsl0-rcl11-esl29-rsm0-rcm25-esm100-rsr0-rcr2-esr100,exr/ReadingArea_rsl0-rcl11-esl29-rsm0-rcm25-esm100-rsr0-rcr2-esr100.exr,ReadingArea_rsl0-rcl11-esl29-rsm0-rcm25-esm100-rsr0-rcr2-esr100.npz,,,,,0,150,150,150,557.5831332206726,,left,green,1.05,557.8617219924927,3,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
12,14,6,0,0.027777777777778,3.10526315789474,0,0.25,3.10526315789474,0,0.027777777777778,1.0,ReadingArea_rsl0-rcl2-esl310-rsm0-rcm25-esm310-rsr0-rcr2-esr100,exr/ReadingArea_rsl0-rcl2-esl310-rsm0-rcm25-esm310-rsr0-rcr2-esr100.exr,ReadingArea_rsl0-rcl2-esl310-rsm0-rcm25-esm310-rsr0-rcr2-esr100.npz,,,,,0,151,151,151,559.6026680469513,,left,green,1.09,559.8986871242523,3,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
2,8,0,0,0.25,0.298245614035088,0,0.25,1.0,0,0.027777777777778,0.298245614035088,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm25-esm100-rsr0-rcr2-esr29,exr/ReadingArea_rsl0-rcl25-esl29-rsm0-rcm25-esm100-rsr0-rcr2-esr29.exr,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm25-esm100-rsr0-rcr2-esr29.npz,,,,,0,152,152,152,561.6496942043304,,left,green,2.18,,3,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
10,6,9,0,0.694444444444444,1.0,0,0.027777777777778,1.0,0,0.444444444444444,1.0,ReadingArea_rsl0-rcl69-esl100-rsm0-rcm2-esm100-rsr0-rcr44-esr100,exr/ReadingArea_rsl0-rcl69-esl100-rsm0-rcm2-esm100-rsr0-rcr44-esr100.exr,ReadingArea_rsl0-rcl69-esl100-rsm0-rcm2-esm100-rsr0-rcr44-esr100.npz,,,,,0,153,153,153,565.4418251514435,,right,red,0.78,,3,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
3,5,12,0,0.444444444444444,0.298245614035088,0,1.0,0.298245614035088,0,0.027777777777778,3.10526315789474,ReadingArea_rsl0-rcl44-esl29-rsm0-rcm100-esm29-rsr0-rcr2-esr310,exr/ReadingArea_rsl0-rcl44-esl29-rsm0-rcm100-esm29-rsr0-rcr2-esr310.exr,ReadingArea_rsl0-rcl44-esl29-rsm0-rcm100-esm29-rsr0-rcr2-esr310.npz,,,,,0,154,154,154,567.4947280883789,,left,green,2.45,567.7817101478577,3,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
4,6,9,0,0.694444444444444,0.298245614035088,0,0.027777777777778,1.0,0,0.444444444444444,1.0,ReadingArea_rsl0-rcl69-esl29-rsm0-rcm2-esm100-rsr0-rcr44-esr100,exr/ReadingArea_rsl0-rcl69-esl29-rsm0-rcm2-esm100-rsr0-rcr44-esr100.exr,ReadingArea_rsl0-rcl69-esl29-rsm0-rcm2-esm100-rsr0-rcr44-esr100.npz,,,,,0,155,155,155,571.2984440326691,,left,green,1.13,571.5709180831909,3,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
0,6,4,0,0.027777777777778,0.298245614035088,0,0.027777777777778,1.0,0,0.694444444444444,0.298245614035088,ReadingArea_rsl0-rcl2-esl29-rsm0-rcm2-esm100-rsr0-rcr69-esr29,exr/ReadingArea_rsl0-rcl2-esl29-rsm0-rcm2-esm100-rsr0-rcr69-esr29.exr,ReadingArea_rsl0-rcl2-esl29-rsm0-rcm2-esm100-rsr0-rcr69-esr29.npz,,,,,0,156,156,156,573.3329391479492,,left,green,0.7,573.6175670623779,3,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
2,6,5,0,0.25,0.298245614035088,0,0.027777777777778,1.0,0,1.0,0.298245614035088,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm2-esm100-rsr0-rcr100-esr29,exr/ReadingArea_rsl0-rcl25-esl29-rsm0-rcm2-esm100-rsr0-rcr100-esr29.exr,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm2-esm100-rsr0-rcr100-esr29.npz,,,,,0,157,157,157,575.3786652088165,,left,green,0.87,575.6643431186676,3,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
1,5,11,0,0.111111111111111,0.298245614035088,0,1.0,0.298245614035088,0,1.0,1.0,ReadingArea_rsl0-rcl11-esl29-rsm0-rcm100-esm29-rsr0-rcr100-esr100,exr/ReadingArea_rsl0-rcl11-esl29-rsm0-rcm100-esm29-rsr0-rcr100-esr100.exr,ReadingArea_rsl0-rcl11-esl29-rsm0-rcm100-esm29-rsr0-rcr100-esr100.npz,,,,,0,158,158,158,577.4250741004944,,right,red,2.44,577.699273109436,3,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
12,7,3,0,0.027777777777778,3.10526315789474,0,0.111111111111111,1.0,0,0.444444444444444,0.298245614035088,ReadingArea_rsl0-rcl2-esl310-rsm0-rcm11-esm100-rsr0-rcr44-esr29,exr/ReadingArea_rsl0-rcl2-esl310-rsm0-rcm11-esm100-rsr0-rcr44-esr29.exr,ReadingArea_rsl0-rcl2-esl310-rsm0-rcm11-esm100-rsr0-rcr44-esr29.npz,,,,,0,159,159,159,581.2263100147247,,left,green,2.48,581.5200140476227,3,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
11,13,9,0,1.0,1.0,0,0.111111111111111,3.10526315789474,0,0.444444444444444,1.0,ReadingArea_rsl0-rcl100-esl100-rsm0-rcm11-esm310-rsr0-rcr44-esr100,exr/ReadingArea_rsl0-rcl100-esl100-rsm0-rcm11-esm310-rsr0-rcr44-esr100.exr,ReadingArea_rsl0-rcl100-esl100-rsm0-rcm11-esm310-rsr0-rcr44-esr100.npz,,,,,0,160,160,160,585.0108060836792,,right,red,2.16,,3,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
2,1,14,0,0.25,0.298245614035088,0,0.111111111111111,0.298245614035088,0,0.25,3.10526315789474,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm11-esm29-rsr0-rcr25-esr310,exr/ReadingArea_rsl0-rcl25-esl29-rsm0-rcm11-esm29-rsr0-rcr25-esr310.exr,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm11-esm29-rsr0-rcr25-esr310.npz,,,,,0,161,161,161,588.9516270160675,,left,green,0.78,589.2695980072021,3,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
9,2,12,0,0.444444444444444,1.0,0,0.25,0.298245614035088,0,0.027777777777778,3.10526315789474,ReadingArea_rsl0-rcl44-esl100-rsm0-rcm25-esm29-rsr0-rcr2-esr310,exr/ReadingArea_rsl0-rcl44-esl100-rsm0-rcm25-esm29-rsr0-rcr2-esr310.exr,ReadingArea_rsl0-rcl44-esl100-rsm0-rcm25-esm29-rsr0-rcr2-esr310.npz,,,,,0,162,162,162,591.0267550945282,,right,red,0.64,591.3099851608276,3,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
8,2,12,0,0.25,1.0,0,0.25,0.298245614035088,0,0.027777777777778,3.10526315789474,ReadingArea_rsl0-rcl25-esl100-rsm0-rcm25-esm29-rsr0-rcr2-esr310,exr/ReadingArea_rsl0-rcl25-esl100-rsm0-rcm25-esm29-rsr0-rcr2-esr310.exr,ReadingArea_rsl0-rcl25-esl100-rsm0-rcm25-esm29-rsr0-rcr2-esr310.npz,,,,,0,163,163,163,593.0619490146637,,right,red,0.87,,3,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
12,10,9,0,0.027777777777778,3.10526315789474,0,0.694444444444444,1.0,0,0.444444444444444,1.0,ReadingArea_rsl0-rcl2-esl310-rsm0-rcm69-esm100-rsr0-rcr44-esr100,exr/ReadingArea_rsl0-rcl2-esl310-rsm0-rcm69-esm100-rsr0-rcr44-esr100.exr,ReadingArea_rsl0-rcl2-esl310-rsm0-rcm69-esm100-rsr0-rcr44-esr100.npz,,,,,0,164,164,164,595.093554019928,,right,red,0.78,595.3811001777649,3,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
