index_left,index_middle,index_right,reflectance_surround_left,reflectance_center_left,emission_spot_left,reflectance_surround_middle,reflectance_center_middle,emission_spot_middle,reflectance_surround_right,reflectance_center_right,emission_spot_right,ImageName,ImageExr,ImageNpy,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sound_1.started,BB_Trial.resp,BB_Trial.color,BB_Trial.rt,text.started,sound_1.stopped,text.stopped,sound_2.started,block,participant,session,L/B,scene,condition,nTrialsPerBlock,date,expName,psychopyVersion,frameRate,Unnamed: 42
14,2,8,0,0.25,3.10526315789474,0,0.25,0.298245614035088,0,0.25,1.0,ReadingArea_rsl0-rcl25-esl310-rsm0-rcm25-esm29-rsr0-rcr25-esr100,exr/ReadingArea_rsl0-rcl25-esl310-rsm0-rcm25-esm29-rsr0-rcr25-esr100.exr,ReadingArea_rsl0-rcl25-esl310-rsm0-rcm25-esm29-rsr0-rcr25-esr100.npz,,,,,0,134,134,212,,right,red,1.12,536.559947013855,,536.9823648929596,,2,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
12,14,4,0,0.027777777777778,3.10526315789474,0,0.25,3.10526315789474,0,0.694444444444444,0.298245614035088,ReadingArea_rsl0-rcl2-esl310-rsm0-rcm25-esm310-rsr0-rcr69-esr29,exr/ReadingArea_rsl0-rcl2-esl310-rsm0-rcm25-esm310-rsr0-rcr69-esr29.exr,ReadingArea_rsl0-rcl2-esl310-rsm0-rcm25-esm310-rsr0-rcr69-esr29.npz,,,,,0,135,135,315,,right,red,1.17,538.6763520240784,,539.1320688724518,,2,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
12,14,8,0,0.027777777777778,3.10526315789474,0,0.25,3.10526315789474,0,0.25,1.0,ReadingArea_rsl0-rcl2-esl310-rsm0-rcm25-esm310-rsr0-rcr25-esr100,exr/ReadingArea_rsl0-rcl2-esl310-rsm0-rcm25-esm310-rsr0-rcr25-esr100.exr,ReadingArea_rsl0-rcl2-esl310-rsm0-rcm25-esm310-rsr0-rcr25-esr100.npz,,,,,0,136,136,466,,right,red,0.9,540.8361299037933,,541.2802519798279,,2,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
6,13,0,0,0.027777777777778,1.0,0,0.111111111111111,3.10526315789474,0,0.027777777777778,0.298245614035088,ReadingArea_rsl0-rcl2-esl100-rsm0-rcm11-esm310-rsr0-rcr2-esr29,exr/ReadingArea_rsl0-rcl2-esl100-rsm0-rcm11-esm310-rsr0-rcr2-esr29.exr,ReadingArea_rsl0-rcl2-esl100-rsm0-rcm11-esm310-rsr0-rcr2-esr29.npz,,,,,0,137,137,580,,left,green,1.65,542.9961278438568,,,,2,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
13,6,0,0,0.111111111111111,3.10526315789474,0,0.027777777777778,1.0,0,0.027777777777778,0.298245614035088,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm2-esm100-rsr0-rcr2-esr29,exr/ReadingArea_rsl0-rcl11-esl310-rsm0-rcm2-esm100-rsr0-rcr2-esr29.exr,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm2-esm100-rsr0-rcr2-esr29.npz,,,,,0,138,138,309,,right,red,1.89,546.8942058086395,,547.3342158794403,,2,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
6,0,4,0,0.027777777777778,1.0,0,0.027777777777778,0.298245614035088,0,0.694444444444444,0.298245614035088,ReadingArea_rsl0-rcl2-esl100-rsm0-rcm2-esm29-rsr0-rcr69-esr29,exr/ReadingArea_rsl0-rcl2-esl100-rsm0-rcm2-esm29-rsr0-rcr69-esr29.exr,ReadingArea_rsl0-rcl2-esl100-rsm0-rcm2-esm29-rsr0-rcr69-esr29.npz,,,,,0,139,139,555,,left,green,1.06,549.0356810092926,,549.4826169013977,,2,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
2,6,13,0,0.25,0.298245614035088,0,0.027777777777778,1.0,0,0.111111111111111,3.10526315789474,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm2-esm100-rsr0-rcr11-esr310,exr/ReadingArea_rsl0-rcl25-esl29-rsm0-rcm2-esm100-rsr0-rcr11-esr310.exr,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm2-esm100-rsr0-rcr11-esr310.npz,,,,,0,140,140,388,,left,green,0.89,551.1748979091644,,551.7182238101959,,2,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
9,14,7,0,0.444444444444444,1.0,0,0.25,3.10526315789474,0,0.111111111111111,1.0,ReadingArea_rsl0-rcl44-esl100-rsm0-rcm25-esm310-rsr0-rcr11-esr100,exr/ReadingArea_rsl0-rcl44-esl100-rsm0-rcm25-esm310-rsr0-rcr11-esr100.exr,ReadingArea_rsl0-rcl44-esl100-rsm0-rcm25-esm310-rsr0-rcr11-esr100.npz,,,,,0,141,141,44,,left,green,1.04,553.4209988117218,,553.8445858955383,,2,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
11,3,12,0,1.0,1.0,0,0.444444444444444,0.298245614035088,0,0.027777777777778,3.10526315789474,ReadingArea_rsl0-rcl100-esl100-rsm0-rcm44-esm29-rsr0-rcr2-esr310,exr/ReadingArea_rsl0-rcl100-esl100-rsm0-rcm44-esm29-rsr0-rcr2-esr310.exr,ReadingArea_rsl0-rcl100-esl100-rsm0-rcm44-esm29-rsr0-rcr2-esr310.npz,,,,,0,142,142,355,,right,red,1.04,555.5562038421631,,,,2,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
10,3,14,0,0.694444444444444,1.0,0,0.444444444444444,0.298245614035088,0,0.25,3.10526315789474,ReadingArea_rsl0-rcl69-esl100-rsm0-rcm44-esm29-rsr0-rcr25-esr310,exr/ReadingArea_rsl0-rcl69-esl100-rsm0-rcm44-esm29-rsr0-rcr25-esr310.exr,ReadingArea_rsl0-rcl69-esl100-rsm0-rcm44-esm29-rsr0-rcr25-esr310.npz,,,,,0,143,143,597,,right,red,3.13,559.4485440254211,,,,2,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
8,2,0,0,0.25,1.0,0,0.25,0.298245614035088,0,0.027777777777778,0.298245614035088,ReadingArea_rsl0-rcl25-esl100-rsm0-rcm25-esm29-rsr0-rcr2-esr29,exr/ReadingArea_rsl0-rcl25-esl100-rsm0-rcm25-esm29-rsr0-rcr2-esr29.exr,ReadingArea_rsl0-rcl25-esl100-rsm0-rcm25-esm29-rsr0-rcr2-esr29.npz,,,,,0,144,144,574,,left,green,1.19,561.6068778038025,,,,2,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
14,2,7,0,0.25,3.10526315789474,0,0.25,0.298245614035088,0,0.111111111111111,1.0,ReadingArea_rsl0-rcl25-esl310-rsm0-rcm25-esm29-rsr0-rcr11-esr100,exr/ReadingArea_rsl0-rcl25-esl310-rsm0-rcm25-esm29-rsr0-rcr11-esr100.exr,ReadingArea_rsl0-rcl25-esl310-rsm0-rcm25-esm29-rsr0-rcr11-esr100.npz,,,,,0,145,145,569,,right,red,0.82,563.7534019947052,,564.260015964508,,2,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
5,0,11,0,1.0,0.298245614035088,0,0.027777777777778,0.298245614035088,0,1.0,1.0,ReadingArea_rsl0-rcl100-esl29-rsm0-rcm2-esm29-rsr0-rcr100-esr100,exr/ReadingArea_rsl0-rcl100-esl29-rsm0-rcm2-esm29-rsr0-rcr100-esr100.exr,ReadingArea_rsl0-rcl100-esl29-rsm0-rcm2-esm29-rsr0-rcr100-esr100.npz,,,,,0,146,146,547,,left,green,1.26,565.978611946106,,566.4201459884644,,2,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
8,1,10,0,0.25,1.0,0,0.111111111111111,0.298245614035088,0,0.694444444444444,1.0,ReadingArea_rsl0-rcl25-esl100-rsm0-rcm11-esm29-rsr0-rcr69-esr100,exr/ReadingArea_rsl0-rcl25-esl100-rsm0-rcm11-esm29-rsr0-rcr69-esr100.exr,ReadingArea_rsl0-rcl25-esl100-rsm0-rcm11-esm29-rsr0-rcr69-esr100.npz,,,,,0,147,147,442,,left,green,0.92,568.1364619731903,,568.5575158596039,,2,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
3,4,11,0,0.444444444444444,0.298245614035088,0,0.694444444444444,0.298245614035088,0,1.0,1.0,ReadingArea_rsl0-rcl44-esl29-rsm0-rcm69-esm29-rsr0-rcr100-esr100,exr/ReadingArea_rsl0-rcl44-esl29-rsm0-rcm69-esm29-rsr0-rcr100-esr100.exr,ReadingArea_rsl0-rcl44-esl29-rsm0-rcm69-esm29-rsr0-rcr100-esr100.npz,,,,,0,148,148,207,,left,green,0.97,570.2490448951721,,570.6926329135895,,2,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
2,5,0,0,0.25,0.298245614035088,0,1.0,0.298245614035088,0,0.027777777777778,0.298245614035088,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm100-esm29-rsr0-rcr2-esr29,exr/ReadingArea_rsl0-rcl25-esl29-rsm0-rcm100-esm29-rsr0-rcr2-esr29.exr,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm100-esm29-rsr0-rcr2-esr29.npz,,,,,0,149,149,414,,left,green,1.3,572.4123899936676,,572.6153960227966,,2,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
14,7,1,0,0.25,3.10526315789474,0,0.111111111111111,1.0,0,0.111111111111111,0.298245614035088,ReadingArea_rsl0-rcl25-esl310-rsm0-rcm11-esm100-rsr0-rcr11-esr29,exr/ReadingArea_rsl0-rcl25-esl310-rsm0-rcm11-esm100-rsr0-rcr11-esr29.exr,ReadingArea_rsl0-rcl25-esl310-rsm0-rcm11-esm100-rsr0-rcr11-esr29.npz,,,,,0,150,150,298,,right,red,1.06,575.3713448047638,,575.9119298458099,,3,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
1,14,8,0,0.111111111111111,0.298245614035088,0,0.25,3.10526315789474,0,0.25,1.0,ReadingArea_rsl0-rcl11-esl29-rsm0-rcm25-esm310-rsr0-rcr25-esr100,exr/ReadingArea_rsl0-rcl11-esl29-rsm0-rcm25-esm310-rsr0-rcr25-esr100.exr,ReadingArea_rsl0-rcl11-esl29-rsm0-rcm25-esm310-rsr0-rcr25-esr100.npz,,,,,0,151,151,108,,right,red,0.98,577.6136019229889,,578.0649979114532,,3,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
7,13,12,0,0.111111111111111,1.0,0,0.111111111111111,3.10526315789474,0,0.027777777777778,3.10526315789474,ReadingArea_rsl0-rcl11-esl100-rsm0-rcm11-esm310-rsr0-rcr2-esr310,exr/ReadingArea_rsl0-rcl11-esl100-rsm0-rcm11-esm310-rsr0-rcr2-esr310.exr,ReadingArea_rsl0-rcl11-esl100-rsm0-rcm11-esm310-rsr0-rcr2-esr310.npz,,,,,0,152,152,438,,left,green,2.58,581.5245778560638,,581.9760339260101,,3,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
4,13,1,0,0.694444444444444,0.298245614035088,0,0.111111111111111,3.10526315789474,0,0.111111111111111,0.298245614035088,ReadingArea_rsl0-rcl69-esl29-rsm0-rcm11-esm310-rsr0-rcr11-esr29,exr/ReadingArea_rsl0-rcl69-esl29-rsm0-rcm11-esm310-rsr0-rcr11-esr29.exr,ReadingArea_rsl0-rcl69-esl29-rsm0-rcm11-esm310-rsr0-rcr11-esr29.npz,,,,,0,153,153,192,,left,green,0.76,583.6686990261078,,,,3,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
7,2,0,0,0.111111111111111,1.0,0,0.25,0.298245614035088,0,0.027777777777778,0.298245614035088,ReadingArea_rsl0-rcl11-esl100-rsm0-rcm25-esm29-rsr0-rcr2-esr29,exr/ReadingArea_rsl0-rcl11-esl100-rsm0-rcm25-esm29-rsr0-rcr2-esr29.exr,ReadingArea_rsl0-rcl11-esl100-rsm0-rcm25-esm29-rsr0-rcr2-esr29.npz,,,,,0,154,154,520,,left,green,0.7,585.826700925827,,586.2429389953613,,3,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
13,3,7,0,0.111111111111111,3.10526315789474,0,0.444444444444444,0.298245614035088,0,0.111111111111111,1.0,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm44-esm29-rsr0-rcr11-esr100,exr/ReadingArea_rsl0-rcl11-esl310-rsm0-rcm44-esm29-rsr0-rcr11-esr100.exr,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm44-esm29-rsr0-rcr11-esr100.npz,,,,,0,155,155,497,,right,red,1.65,587.9453308582306,,588.3851299285889,,3,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
11,7,8,0,1.0,1.0,0,0.111111111111111,1.0,0,0.25,1.0,ReadingArea_rsl0-rcl100-esl100-rsm0-rcm11-esm100-rsr0-rcr25-esr100,exr/ReadingArea_rsl0-rcl100-esl100-rsm0-rcm11-esm100-rsr0-rcr25-esr100.exr,ReadingArea_rsl0-rcl100-esl100-rsm0-rcm11-esm100-rsr0-rcr25-esr100.npz,,,,,0,156,156,37,,right,red,0.99,590.0943968296051,,,,3,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
8,13,9,0,0.25,1.0,0,0.111111111111111,3.10526315789474,0,0.444444444444444,1.0,ReadingArea_rsl0-rcl25-esl100-rsm0-rcm11-esm310-rsr0-rcr44-esr100,exr/ReadingArea_rsl0-rcl25-esl100-rsm0-rcm11-esm310-rsr0-rcr44-esr100.exr,ReadingArea_rsl0-rcl25-esl100-rsm0-rcm11-esm310-rsr0-rcr44-esr100.npz,,,,,0,157,157,487,,left,green,3.26,593.9747109413147,,594.4208369255066,,3,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
10,14,1,0,0.694444444444444,1.0,0,0.25,3.10526315789474,0,0.111111111111111,0.298245614035088,ReadingArea_rsl0-rcl69-esl100-rsm0-rcm25-esm310-rsr0-rcr11-esr29,exr/ReadingArea_rsl0-rcl69-esl100-rsm0-rcm25-esm310-rsr0-rcr11-esr29.exr,ReadingArea_rsl0-rcl69-esl100-rsm0-rcm25-esm310-rsr0-rcr11-esr29.npz,,,,,0,158,158,544,,left,green,0.79,596.143926858902,,596.5650849342346,,3,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
14,5,11,0,0.25,3.10526315789474,0,1.0,0.298245614035088,0,1.0,1.0,ReadingArea_rsl0-rcl25-esl310-rsm0-rcm100-esm29-rsr0-rcr100-esr100,exr/ReadingArea_rsl0-rcl25-esl310-rsm0-rcm100-esm29-rsr0-rcr100-esr100.exr,ReadingArea_rsl0-rcl25-esl310-rsm0-rcm100-esm29-rsr0-rcr100-esr100.npz,,,,,0,159,159,161,,left,green,2.87,600.0292580127716,,,,3,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
13,3,5,0,0.111111111111111,3.10526315789474,0,0.444444444444444,0.298245614035088,0,1.0,0.298245614035088,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm44-esm29-rsr0-rcr100-esr29,exr/ReadingArea_rsl0-rcl11-esl310-rsm0-rcm44-esm29-rsr0-rcr100-esr29.exr,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm44-esm29-rsr0-rcr100-esr29.npz,,,,,0,160,160,398,,left,green,3.2,603.9460728168488,,604.4382178783417,,3,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
13,0,8,0,0.111111111111111,3.10526315789474,0,0.027777777777778,0.298245614035088,0,0.25,1.0,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm2-esm29-rsr0-rcr25-esr100,exr/ReadingArea_rsl0-rcl11-esl310-rsm0-rcm2-esm29-rsr0-rcr25-esr100.exr,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm2-esm29-rsr0-rcr25-esr100.npz,,,,,0,161,161,249,,right,red,3.42,607.9076910018921,,608.5116319656372,,3,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
13,11,2,0,0.111111111111111,3.10526315789474,0,1.0,1.0,0,0.25,0.298245614035088,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm100-esm100-rsr0-rcr25-esr29,exr/ReadingArea_rsl0-rcl11-esl310-rsm0-rcm100-esm100-rsr0-rcr25-esr29.exr,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm100-esm100-rsr0-rcr25-esr29.npz,,,,,0,162,162,55,,left,green,1.96,610.207662820816,,610.8110818862915,,3,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
1,14,6,0,0.111111111111111,0.298245614035088,0,0.25,3.10526315789474,0,0.027777777777778,1.0,ReadingArea_rsl0-rcl11-esl29-rsm0-rcm25-esm310-rsr0-rcr2-esr100,exr/ReadingArea_rsl0-rcl11-esl29-rsm0-rcm25-esm310-rsr0-rcr2-esr100.exr,ReadingArea_rsl0-rcl11-esl29-rsm0-rcm25-esm310-rsr0-rcr2-esr100.npz,,,,,0,163,163,475,,left,green,1.82,612.5132899284363,,612.9523649215698,,3,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
9,6,8,0,0.444444444444444,1.0,0,0.027777777777778,1.0,0,0.25,1.0,ReadingArea_rsl0-rcl44-esl100-rsm0-rcm2-esm100-rsr0-rcr25-esr100,exr/ReadingArea_rsl0-rcl44-esl100-rsm0-rcm2-esm100-rsr0-rcr25-esr100.exr,ReadingArea_rsl0-rcl44-esl100-rsm0-rcm2-esm100-rsr0-rcr25-esr100.npz,,,,,0,164,164,312,,left,green,1.54,614.6543529033661,,615.1102948188782,,3,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
9,12,0,0,0.444444444444444,1.0,0,0.027777777777778,3.10526315789474,0,0.027777777777778,0.298245614035088,ReadingArea_rsl0-rcl44-esl100-rsm0-rcm2-esm310-rsr0-rcr2-esr29,exr/ReadingArea_rsl0-rcl44-esl100-rsm0-rcm2-esm310-rsr0-rcr2-esr29.exr,ReadingArea_rsl0-rcl44-esl100-rsm0-rcm2-esm310-rsr0-rcr2-esr29.npz,,,,,0,165,165,175,,right,red,1.26,616.8134229183197,,617.25315284729,,3,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
3,7,9,0,0.444444444444444,0.298245614035088,0,0.111111111111111,1.0,0,0.444444444444444,1.0,ReadingArea_rsl0-rcl44-esl29-rsm0-rcm11-esm100-rsr0-rcr44-esr100,exr/ReadingArea_rsl0-rcl44-esl29-rsm0-rcm11-esm100-rsr0-rcr44-esr100.exr,ReadingArea_rsl0-rcl44-esl29-rsm0-rcm11-esm100-rsr0-rcr44-esr100.npz,,,,,0,166,166,382,,left,green,0.98,618.948383808136,,619.3635468482971,,3,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
6,3,1,0,0.027777777777778,1.0,0,0.444444444444444,0.298245614035088,0,0.111111111111111,0.298245614035088,ReadingArea_rsl0-rcl2-esl100-rsm0-rcm44-esm29-rsr0-rcr11-esr29,exr/ReadingArea_rsl0-rcl2-esl100-rsm0-rcm44-esm29-rsr0-rcr11-esr29.exr,ReadingArea_rsl0-rcl2-esl100-rsm0-rcm44-esm29-rsr0-rcr11-esr29.npz,,,,,0,167,167,430,,right,red,1.27,621.0575439929962,,,,3,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
8,13,2,0,0.25,1.0,0,0.111111111111111,3.10526315789474,0,0.25,0.298245614035088,ReadingArea_rsl0-rcl25-esl100-rsm0-rcm11-esm310-rsr0-rcr25-esr29,exr/ReadingArea_rsl0-rcl25-esl100-rsm0-rcm11-esm310-rsr0-rcr25-esr29.exr,ReadingArea_rsl0-rcl25-esl100-rsm0-rcm11-esm310-rsr0-rcr25-esr29.npz,,,,,0,168,168,376,,left,green,1.49,623.215677022934,,623.7176468372345,,3,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
9,7,2,0,0.444444444444444,1.0,0,0.111111111111111,1.0,0,0.25,0.298245614035088,ReadingArea_rsl0-rcl44-esl100-rsm0-rcm11-esm100-rsr0-rcr25-esr29,exr/ReadingArea_rsl0-rcl44-esl100-rsm0-rcm11-esm100-rsr0-rcr25-esr29.exr,ReadingArea_rsl0-rcl44-esl100-rsm0-rcm11-esm100-rsr0-rcr25-esr29.npz,,,,,0,169,169,428,,right,red,1.43,625.434173822403,,625.8805429935455,,3,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
13,6,2,0,0.111111111111111,3.10526315789474,0,0.027777777777778,1.0,0,0.25,0.298245614035088,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm2-esm100-rsr0-rcr25-esr29,exr/ReadingArea_rsl0-rcl11-esl310-rsm0-rcm2-esm100-rsr0-rcr25-esr29.exr,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm2-esm100-rsr0-rcr25-esr29.npz,,,,,0,170,170,115,,right,red,1.32,627.5772960186005,,628.0162818431854,,3,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
4,13,2,0,0.694444444444444,0.298245614035088,0,0.111111111111111,3.10526315789474,0,0.25,0.298245614035088,ReadingArea_rsl0-rcl69-esl29-rsm0-rcm11-esm310-rsr0-rcr25-esr29,exr/ReadingArea_rsl0-rcl69-esl29-rsm0-rcm11-esm310-rsr0-rcr25-esr29.exr,ReadingArea_rsl0-rcl69-esl29-rsm0-rcm11-esm310-rsr0-rcr25-esr29.npz,,,,,0,171,171,592,,left,green,2.91,631.4891219139099,,631.9444389343262,,3,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
1,12,10,0,0.111111111111111,0.298245614035088,0,0.027777777777778,3.10526315789474,0,0.694444444444444,1.0,ReadingArea_rsl0-rcl11-esl29-rsm0-rcm2-esm310-rsr0-rcr69-esr100,exr/ReadingArea_rsl0-rcl11-esl29-rsm0-rcm2-esm310-rsr0-rcr69-esr100.exr,ReadingArea_rsl0-rcl11-esl29-rsm0-rcm2-esm310-rsr0-rcr69-esr100.npz,,,,,0,172,172,567,,left,green,1.01,633.6419539451599,,634.1464068889618,,3,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
7,8,6,0,0.111111111111111,1.0,0,0.25,1.0,0,0.027777777777778,1.0,ReadingArea_rsl0-rcl11-esl100-rsm0-rcm25-esm100-rsr0-rcr2-esr100,exr/ReadingArea_rsl0-rcl11-esl100-rsm0-rcm25-esm100-rsr0-rcr2-esr100.exr,ReadingArea_rsl0-rcl11-esl100-rsm0-rcm25-esm100-rsr0-rcr2-esr100.npz,,,,,0,173,173,387,,left,green,1.07,635.8405849933624,,636.2886970043182,,3,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
12,10,6,0,0.027777777777778,3.10526315789474,0,0.694444444444444,1.0,0,0.027777777777778,1.0,ReadingArea_rsl0-rcl2-esl310-rsm0-rcm69-esm100-rsr0-rcr2-esr100,exr/ReadingArea_rsl0-rcl2-esl310-rsm0-rcm69-esm100-rsr0-rcr2-esr100.exr,ReadingArea_rsl0-rcl2-esl310-rsm0-rcm69-esm100-rsr0-rcr2-esr100.npz,,,,,0,174,174,273,,left,green,1.41,637.9999179840088,,638.4338250160217,,3,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
11,4,0,0,1.0,1.0,0,0.694444444444444,0.298245614035088,0,0.027777777777778,0.298245614035088,ReadingArea_rsl0-rcl100-esl100-rsm0-rcm69-esm29-rsr0-rcr2-esr29,exr/ReadingArea_rsl0-rcl100-esl100-rsm0-rcm69-esm29-rsr0-rcr2-esr29.exr,ReadingArea_rsl0-rcl100-esl100-rsm0-rcm69-esm29-rsr0-rcr2-esr29.npz,,,,,0,175,175,219,,left,green,1.01,640.1521489620209,,,,3,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
14,6,12,0,0.25,3.10526315789474,0,0.027777777777778,1.0,0,0.027777777777778,3.10526315789474,ReadingArea_rsl0-rcl25-esl310-rsm0-rcm2-esm100-rsr0-rcr2-esr310,exr/ReadingArea_rsl0-rcl25-esl310-rsm0-rcm2-esm100-rsr0-rcr2-esr310.exr,ReadingArea_rsl0-rcl25-esl310-rsm0-rcm2-esm100-rsr0-rcr2-esr310.npz,,,,,0,176,176,242,,right,red,0.84,642.3220188617706,,642.748055934906,,3,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
14,5,9,0,0.25,3.10526315789474,0,1.0,0.298245614035088,0,0.444444444444444,1.0,ReadingArea_rsl0-rcl25-esl310-rsm0-rcm100-esm29-rsr0-rcr44-esr100,exr/ReadingArea_rsl0-rcl25-esl310-rsm0-rcm100-esm29-rsr0-rcr44-esr100.exr,ReadingArea_rsl0-rcl25-esl310-rsm0-rcm100-esm29-rsr0-rcr44-esr100.npz,,,,,0,177,177,482,,right,red,1.56,644.469358921051,,,,3,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
